REPORTE DE IA — FASE 8
report_id,d1288b8a-6e8a-4b73-9200-a60a3ce2d062
generated_at,2026-06-07T22:30:37.877446+00:00
model,KNN-classification v1.0.0

RESUMEN
total_predictions,successful,failed,avg_confidence
3000,3000,0,0.7823

PREDICCIONES
id,prediction,confidence_score,status,latency_ms
927,0,0.5972,success,0.0
928,0,0.8693,success,0.0
929,1,0.7627,success,0.0
930,0,0.7125,success,0.0
931,0,0.7572,success,0.0
932,0,0.7212,success,0.0
933,0,1.0,success,0.0
934,0,0.8683,success,0.0
935,0,1.0,success,0.0
936,1,0.7214,success,0.0
937,0,0.6684,success,0.0
938,0,0.8569,success,0.0
939,0,0.5786,success,0.0
940,0,0.5679,success,0.0
941,0,0.7422,success,0.0
942,0,0.8608,success,0.0
943,0,0.5756,success,0.0
944,0,1.0,success,0.0
945,0,1.0,success,0.0
946,0,0.7167,success,0.0
947,0,0.8757,success,0.0
948,0,0.7458,success,0.0
949,0,0.714,success,0.0
950,0,0.9068,success,0.0
951,0,0.585,success,0.0
952,0,0.5307,success,0.0
953,0,0.5706,success,0.0
954,0,0.6043,success,0.0
955,0,0.8703,success,0.0
956,0,0.7014,success,0.0
957,0,0.5848,success,0.0
958,0,0.5619,success,0.0
959,0,0.8866,success,0.0
960,1,0.5729,success,0.0
961,0,0.8377,success,0.0
962,0,0.5933,success,0.0
963,0,1.0,success,0.0
964,0,0.6996,success,0.0
965,0,0.6197,success,0.0
966,0,0.8684,success,0.0
967,0,0.5758,success,0.0
968,0,0.8629,success,0.0
969,0,0.869,success,0.0
970,0,0.5946,success,0.0
971,0,0.5753,success,0.0
972,0,0.8716,success,0.0
973,0,0.5231,success,0.0
974,0,0.8085,success,0.0
975,0,0.7182,success,0.0
976,0,0.6725,success,0.0
977,1,0.5852,success,0.0
978,0,0.8455,success,0.0
979,0,0.7092,success,0.0
980,0,0.8663,success,0.0
981,0,1.0,success,0.0
982,1,0.7457,success,0.0
983,0,0.8845,success,0.0
984,0,1.0,success,0.0
985,0,1.0,success,0.0
986,0,1.0,success,0.0
987,0,0.686,success,0.0
988,0,0.8533,success,0.0
989,0,0.8705,success,0.0
990,0,0.5285,success,0.0
991,0,0.8676,success,0.0
992,0,0.8525,success,0.0
993,0,0.7768,success,0.0
994,0,0.7316,success,0.0
995,0,0.8571,success,0.0
996,0,1.0,success,0.0
997,0,0.8644,success,0.0
998,0,0.5929,success,0.0
999,1,0.6247,success,0.0
1000,0,0.6719,success,0.0
1001,0,1.0,success,0.0
1002,0,1.0,success,0.0
1003,1,0.5771,success,0.0
1004,0,1.0,success,0.0
1005,0,0.5513,success,0.0
1006,0,0.7235,success,0.0
1007,0,1.0,success,0.0
1008,0,0.6741,success,0.0
1009,0,0.5765,success,0.0
1010,1,0.668,success,0.0
1011,0,0.5906,success,0.0
1012,0,0.8761,success,0.0
1013,0,0.8668,success,0.0
1014,0,0.8437,success,0.0
1015,1,0.5204,success,0.0
1016,0,0.5971,success,0.0
1017,0,0.7112,success,0.0
1018,0,0.7152,success,0.0
1019,1,0.6826,success,0.0
1020,0,0.8996,success,0.0
1021,0,0.826,success,0.0
1022,0,0.7318,success,0.0
1023,0,1.0,success,0.0
1024,0,0.5842,success,0.0
1025,0,0.8371,success,0.0
1026,0,1.0,success,0.0
1027,0,0.6874,success,0.0
1028,1,0.5616,success,0.0
1029,0,0.6557,success,0.0
1030,0,0.5774,success,0.0
1031,0,1.0,success,0.0
1032,0,1.0,success,0.0
1033,0,0.7474,success,0.0
1034,1,0.6004,success,0.0
1035,1,0.5794,success,0.0
1036,0,0.7096,success,0.0
1037,0,1.0,success,0.0
1038,0,0.5598,success,0.0
1039,1,0.6779,success,0.0
1040,0,0.8903,success,0.0
1041,0,1.0,success,0.0
1042,1,0.8098,success,0.0
1043,0,0.6709,success,0.0
1044,0,0.8669,success,0.0
1045,0,0.8641,success,0.0
1046,0,0.7324,success,0.0
1047,1,0.6002,success,0.0
1048,1,0.5922,success,0.0
1049,0,0.8659,success,0.0
1050,0,1.0,success,0.0
1051,0,0.8641,success,0.0
1052,0,1.0,success,0.0
1053,0,0.8718,success,0.0
1054,0,0.8681,success,0.0
1055,0,0.8102,success,0.0
1056,0,0.8686,success,0.0
1057,0,1.0,success,0.0
1058,1,0.7228,success,0.0
1059,0,1.0,success,0.0
1060,0,0.8541,success,0.0
1061,0,0.8559,success,0.0
1062,0,0.5745,success,0.0
1063,0,1.0,success,0.0
1064,0,0.6093,success,0.0
1065,0,0.7183,success,0.0
1066,0,1.0,success,0.0
1067,0,0.7295,success,0.0
1068,0,0.6987,success,0.0
1069,0,0.7334,success,0.0
1070,0,0.8704,success,0.0
1071,0,0.7164,success,0.0
1072,0,0.8924,success,0.0
1073,0,1.0,success,0.0
1074,0,0.6957,success,0.0
1075,0,0.7104,success,0.0
1076,0,0.7247,success,0.0
1077,0,0.8628,success,0.0
1078,0,0.8494,success,0.0
1079,0,0.5519,success,0.0
1080,0,0.5351,success,0.0
1081,0,1.0,success,0.0
1082,0,0.887,success,0.0
1083,0,0.559,success,0.0
1084,0,0.7106,success,0.0
1085,0,0.5624,success,0.0
1086,0,1.0,success,0.0
1087,0,0.5989,success,0.0
1088,0,0.7157,success,0.0
1089,1,0.6315,success,0.0
1090,0,1.0,success,0.0
1091,0,0.5513,success,0.0
1092,0,1.0,success,0.0
1093,0,0.7221,success,0.0
1094,0,0.5726,success,0.0
1095,0,0.733,success,0.0
1096,0,0.7415,success,0.0
1097,1,0.572,success,0.0
1098,0,0.8446,success,0.0
1099,0,0.8746,success,0.0
1100,0,0.8478,success,0.0
1101,1,0.8617,success,0.0
1102,0,0.7362,success,0.0
1103,0,0.872,success,0.0
1104,0,0.7143,success,0.0
1105,0,0.7246,success,0.0
1106,0,0.8588,success,0.0
1107,0,0.7053,success,0.0
1108,0,0.8529,success,0.0
1109,0,0.5696,success,0.0
1110,0,0.7104,success,0.0
1111,0,0.7102,success,0.0
1112,0,0.8743,success,0.0
1113,1,0.5014,success,0.0
1114,0,1.0,success,0.0
1115,0,0.5773,success,0.0
1116,0,0.8705,success,0.0
1117,0,0.7288,success,0.0
1118,0,1.0,success,0.0
1119,0,0.7352,success,0.0
1120,0,0.8686,success,0.0
1121,1,0.6776,success,0.0
1122,0,1.0,success,0.0
1123,0,0.8818,success,0.0
1124,0,0.7082,success,0.0
1125,0,0.8564,success,0.0
1126,0,1.0,success,0.0
1127,1,0.5544,success,0.0
1128,0,0.865,success,0.0
1129,0,1.0,success,0.0
1130,0,0.8051,success,0.0
1131,0,1.0,success,0.0
1132,0,0.8626,success,0.0
1133,1,0.5763,success,0.0
1134,0,0.9035,success,0.0
1135,0,1.0,success,0.0
1136,0,1.0,success,0.0
1137,1,0.5717,success,0.0
1138,0,0.8632,success,0.0
1139,0,0.849,success,0.0
1140,0,0.7384,success,0.0
1141,0,0.8688,success,0.0
1142,0,0.8831,success,0.0
1143,0,0.8616,success,0.0
1144,1,0.5661,success,0.0
1145,0,0.857,success,0.0
1146,1,0.7246,success,0.0
1147,0,0.5369,success,0.0
1148,0,0.7367,success,0.0
1149,0,1.0,success,0.0
1150,0,0.7049,success,0.0
1151,0,0.83,success,0.0
1152,0,0.5971,success,0.0
1153,0,0.8384,success,0.0
1154,0,0.8628,success,0.0
1155,0,0.7256,success,0.0
1156,1,0.5605,success,0.0
1157,0,0.6983,success,0.0
1158,0,0.8723,success,0.0
1159,0,0.7037,success,0.0
1160,0,0.9126,success,0.0
1161,0,0.8475,success,0.0
1162,0,0.7919,success,0.0
1163,0,1.0,success,0.0
1164,1,0.5716,success,0.0
1165,0,1.0,success,0.0
1166,0,0.8315,success,0.0
1167,0,1.0,success,0.0
1168,0,0.8592,success,0.0
1169,1,0.6387,success,0.0
1170,0,1.0,success,0.0
1171,0,0.8762,success,0.0
1172,0,0.8731,success,0.0
1173,0,1.0,success,0.0
1174,0,0.6795,success,0.0
1175,1,0.5665,success,0.0
1176,0,0.8707,success,0.0
1177,0,0.7265,success,0.0
1178,0,0.5165,success,0.0
1179,0,0.7031,success,0.0
1180,0,1.0,success,0.0
1181,0,0.8738,success,0.0
1182,0,1.0,success,0.0
1183,0,1.0,success,0.0
1184,1,0.6352,success,0.0
1185,0,0.5766,success,0.0
1186,0,0.8665,success,0.0
1187,0,0.5726,success,0.0
1188,0,0.7196,success,0.0
1189,0,0.7964,success,0.0
1190,0,0.5887,success,0.0
1191,0,0.8653,success,0.0
1192,0,1.0,success,0.0
1193,0,0.8553,success,0.0
1194,0,0.8629,success,0.0
1195,0,0.5546,success,0.0
1196,1,0.5838,success,0.0
1197,1,0.672,success,0.0
1198,0,0.8478,success,0.0
1199,0,0.557,success,0.0
1200,0,0.7296,success,0.0
1201,0,0.8695,success,0.0
1202,0,0.6844,success,0.0
1203,0,0.8662,success,0.0
1204,0,0.8485,success,0.0
1205,0,0.8757,success,0.0
1206,0,0.7083,success,0.0
1207,0,1.0,success,0.0
1208,0,0.8436,success,0.0
1209,0,0.7206,success,0.0
1210,0,0.7536,success,0.0
1211,1,0.5415,success,0.0
1212,0,0.8383,success,0.0
1213,0,0.7249,success,0.0
1214,0,1.0,success,0.0
1215,0,0.6846,success,0.0
1216,1,0.6221,success,0.0
1217,0,0.7167,success,0.0
1218,1,0.6098,success,0.0
1219,1,0.7188,success,0.0
1220,0,0.724,success,0.0
1221,0,0.6879,success,0.0
1222,0,1.0,success,0.0
1223,0,0.8519,success,0.0
1224,0,0.5815,success,0.0
1225,0,0.8978,success,0.0
1226,1,0.5529,success,0.0
1227,0,0.7424,success,0.0
1228,0,1.0,success,0.0
1229,0,0.7364,success,0.0
1230,1,0.5968,success,0.0
1231,0,0.5806,success,0.0
1232,0,1.0,success,0.0
1233,0,0.8677,success,0.0
1234,0,0.7148,success,0.0
1235,0,0.7428,success,0.0
1236,0,0.5516,success,0.0
1237,0,0.8637,success,0.0
1238,0,0.847,success,0.0
1239,0,1.0,success,0.0
1240,0,0.8751,success,0.0
1241,0,0.7355,success,0.0
1242,0,0.7005,success,0.0
1243,1,0.5621,success,0.0
1244,0,0.8808,success,0.0
1245,0,0.715,success,0.0
1246,0,0.5612,success,0.0
1247,0,0.8654,success,0.0
1248,0,0.6936,success,0.0
1249,0,0.6357,success,0.0
1250,1,0.7026,success,0.0
1251,0,0.8502,success,0.0
1252,0,1.0,success,0.0
1253,0,1.0,success,0.0
1254,1,0.7178,success,0.0
1255,0,0.664,success,0.0
1256,0,0.7238,success,0.0
1257,0,0.8784,success,0.0
1258,0,0.8509,success,0.0
1259,0,0.8397,success,0.0
1260,0,0.8651,success,0.0
1261,0,1.0,success,0.0
1262,0,0.8176,success,0.0
1263,0,0.7311,success,0.0
1264,0,0.8637,success,0.0
1265,0,1.0,success,0.0
1266,0,1.0,success,0.0
1267,0,0.7045,success,0.0
1268,0,0.7025,success,0.0
1269,0,0.7244,success,0.0
1270,0,0.6657,success,0.0
1271,1,0.6615,success,0.0
1272,1,0.875,success,0.0
1273,0,0.8731,success,0.0
1274,0,0.8976,success,0.0
1275,0,1.0,success,0.0
1276,0,0.8591,success,0.0
1277,1,0.6736,success,0.0
1278,0,0.8805,success,0.0
1279,0,0.5984,success,0.0
1280,0,0.7277,success,0.0
1281,1,0.5734,success,0.0
1282,1,0.5461,success,0.0
1283,0,0.6846,success,0.0
1284,0,1.0,success,0.0
1285,0,0.8607,success,0.0
1286,1,0.7933,success,0.0
1287,1,0.7247,success,0.0
1288,0,0.7137,success,0.0
1289,0,0.7389,success,0.0
1290,1,0.5443,success,0.0
1291,0,0.8685,success,0.0
1292,0,1.0,success,0.0
1293,1,0.5602,success,0.0
1294,1,0.7814,success,0.0
1295,0,0.8572,success,0.0
1296,0,0.69,success,0.0
1297,0,0.865,success,0.0
1298,0,0.5939,success,0.0
1299,0,0.6978,success,0.0
1300,1,0.5759,success,0.0
1301,0,0.7192,success,0.0
1302,0,0.8519,success,0.0
1303,0,1.0,success,0.0
1304,0,0.7227,success,0.0
1305,0,0.576,success,0.0
1306,0,0.8592,success,0.0
1307,1,0.5177,success,0.0
1308,0,0.8535,success,0.0
1309,0,0.583,success,0.0
1310,0,0.865,success,0.0
1311,0,0.8035,success,0.0
1312,0,0.6769,success,0.0
1313,0,1.0,success,0.0
1314,0,0.5807,success,0.0
1315,0,1.0,success,0.0
1316,1,0.592,success,0.0
1317,0,1.0,success,0.0
1318,0,0.8482,success,0.0
1319,0,0.8619,success,0.0
1320,0,0.8572,success,0.0
1321,0,0.7142,success,0.0
1322,0,0.8408,success,0.0
1323,0,0.8614,success,0.0
1324,0,0.8625,success,0.0
1325,0,1.0,success,0.0
1326,0,0.865,success,0.0
1327,0,1.0,success,0.0
1328,1,0.5809,success,0.0
1329,0,0.5594,success,0.0
1330,0,0.8641,success,0.0
1331,0,0.7385,success,0.0
1332,0,1.0,success,0.0
1333,0,1.0,success,0.0
1334,0,0.5816,success,0.0
1335,0,0.7758,success,0.0
1336,0,1.0,success,0.0
1337,0,0.8714,success,0.0
1338,0,1.0,success,0.0
1339,0,0.8307,success,0.0
1340,0,0.9158,success,0.0
1341,0,0.8581,success,0.0
1342,0,0.6975,success,0.0
1343,0,1.0,success,0.0
1344,0,0.8648,success,0.0
1345,0,0.8708,success,0.0
1346,0,1.0,success,0.0
1347,0,0.6775,success,0.0
1348,0,0.8662,success,0.0
1349,0,0.8555,success,0.0
1350,0,0.5876,success,0.0
1351,0,0.8592,success,0.0
1352,0,0.7009,success,0.0
1353,0,0.8107,success,0.0
1354,0,0.7613,success,0.0
1355,0,0.8558,success,0.0
1356,0,0.8713,success,0.0
1357,0,0.8658,success,0.0
1358,0,0.8721,success,0.0
1359,0,1.0,success,0.0
1360,0,0.8663,success,0.0
1361,0,0.7148,success,0.0
1362,0,1.0,success,0.0
1363,0,0.821,success,0.0
1364,0,0.5964,success,0.0
1365,0,1.0,success,0.0
1366,0,0.8723,success,0.0
1367,0,1.0,success,0.0
1368,0,1.0,success,0.0
1369,0,0.728,success,0.0
1370,0,0.5853,success,0.0
1371,0,0.8635,success,0.0
1372,0,0.7759,success,0.0
1373,0,0.879,success,0.0
1374,0,0.8655,success,0.0
1375,0,0.5719,success,0.0
1376,0,0.8474,success,0.0
1377,0,0.8068,success,0.0
1378,0,1.0,success,0.0
1379,1,0.7141,success,0.0
1380,0,0.7376,success,0.0
1381,0,1.0,success,0.0
1382,0,0.7198,success,0.0
1383,0,0.8731,success,0.0
1384,0,1.0,success,0.0
1385,0,1.0,success,0.0
1386,0,0.712,success,0.0
1387,0,0.8685,success,0.0
1388,0,0.7124,success,0.0
1389,0,0.8443,success,0.0
1390,0,1.0,success,0.0
1391,0,0.8741,success,0.0
1392,0,0.8673,success,0.0
1393,0,1.0,success,0.0
1394,0,0.5791,success,0.0
1395,0,1.0,success,0.0
1396,0,0.5513,success,0.0
1397,0,1.0,success,0.0
1398,0,1.0,success,0.0
1399,0,0.7432,success,0.0
1400,0,0.8062,success,0.0
1401,0,0.7218,success,0.0
1402,0,0.8469,success,0.0
1403,0,0.7627,success,0.0
1404,1,0.696,success,0.0
1405,0,0.7411,success,0.0
1406,0,1.0,success,0.0
1407,0,1.0,success,0.0
1408,0,0.841,success,0.0
1409,1,0.6061,success,0.0
1410,0,0.6079,success,0.0
1411,0,1.0,success,0.0
1412,0,0.5664,success,0.0
1413,0,0.8518,success,0.0
1414,0,1.0,success,0.0
1415,0,0.7252,success,0.0
1416,0,0.8647,success,0.0
1417,0,0.8643,success,0.0
1418,0,1.0,success,0.0
1419,0,0.7279,success,0.0
1420,0,0.5474,success,0.0
1421,1,0.5803,success,0.0
1422,0,1.0,success,0.0
1423,0,0.6902,success,0.0
1424,0,0.8609,success,0.0
1425,0,0.7618,success,0.0
1426,1,0.595,success,0.0
1427,0,0.8682,success,0.0
1428,0,0.8466,success,0.0
1429,0,0.6991,success,0.0
1430,0,0.5704,success,0.0
1431,0,0.6985,success,0.0
1432,1,0.7204,success,0.0
1433,0,0.5707,success,0.0
1434,0,0.5196,success,0.0
1435,0,0.5445,success,0.0
1436,1,0.6119,success,0.0
1437,0,0.8703,success,0.0
1438,0,0.712,success,0.0
1439,0,0.6949,success,0.0
1440,0,0.7957,success,0.0
1441,0,0.7241,success,0.0
1442,0,0.6505,success,0.0
1443,0,0.5669,success,0.0
1444,0,0.5838,success,0.0
1445,0,0.8666,success,0.0
1446,0,0.7334,success,0.0
1447,0,1.0,success,0.0
1448,0,0.713,success,0.0
1449,0,0.72,success,0.0
1450,0,1.0,success,0.0
1451,0,0.895,success,0.0
1452,0,0.7524,success,0.0
1453,0,0.6127,success,0.0
1454,0,0.8637,success,0.0
1455,0,1.0,success,0.0
1456,0,0.7238,success,0.0
1457,0,0.6969,success,0.0
1458,0,0.8637,success,0.0
1459,1,0.6123,success,0.0
1460,0,0.5446,success,0.0
1461,1,0.5519,success,0.0
1462,0,0.8905,success,0.0
1463,0,0.8752,success,0.0
1464,0,0.8778,success,0.0
1465,0,1.0,success,0.0
1466,0,1.0,success,0.0
1467,1,0.5494,success,0.0
1468,0,0.5744,success,0.0
1469,0,1.0,success,0.0
1470,0,1.0,success,0.0
1471,0,0.7288,success,0.0
1472,0,0.707,success,0.0
1473,0,1.0,success,0.0
1474,1,0.8703,success,0.0
1475,1,0.7164,success,0.0
1476,0,1.0,success,0.0
1477,0,1.0,success,0.0
1478,0,0.8733,success,0.0
1479,0,0.8618,success,0.0
1480,0,1.0,success,0.0
1481,0,0.7894,success,0.0
1482,0,0.8174,success,0.0
1483,0,1.0,success,0.0
1484,0,1.0,success,0.0
1485,0,0.7279,success,0.0
1486,1,0.6537,success,0.0
1487,0,0.7086,success,0.0
1488,0,0.7348,success,0.0
1489,0,0.7424,success,0.0
1490,0,0.8517,success,0.0
1491,0,0.724,success,0.0
1492,0,0.7397,success,0.0
1493,0,0.8649,success,0.0
1494,0,1.0,success,0.0
1495,0,0.8666,success,0.0
1496,0,1.0,success,0.0
1497,1,0.5016,success,0.0
1498,0,1.0,success,0.0
1499,0,0.7159,success,0.0
1500,0,0.7397,success,0.0
1501,0,0.6069,success,0.0
1502,0,0.6987,success,0.0
1503,0,0.6941,success,0.0
1504,0,0.7554,success,0.0
1505,0,0.7802,success,0.0
1506,0,0.8835,success,0.0
1507,0,0.6744,success,0.0
1508,0,0.8277,success,0.0
1509,0,0.8655,success,0.0
1510,0,0.5861,success,0.0
1511,0,1.0,success,0.0
1512,0,0.8565,success,0.0
1513,0,0.5378,success,0.0
1514,0,0.7192,success,0.0
1515,0,0.6592,success,0.0
1516,0,0.8524,success,0.0
1517,0,0.8434,success,0.0
1518,0,0.8666,success,0.0
1519,1,0.5803,success,0.0
1520,0,0.6894,success,0.0
1521,0,0.7219,success,0.0
1522,0,0.6642,success,0.0
1523,1,0.5801,success,0.0
1524,0,1.0,success,0.0
1525,0,0.6386,success,0.0
1526,1,0.7465,success,0.0
1527,0,0.7126,success,0.0
1528,0,0.5756,success,0.0
1529,0,0.7262,success,0.0
1530,0,0.8607,success,0.0
1531,1,0.5829,success,0.0
1532,0,0.5579,success,0.0
1533,1,0.5717,success,0.0
1534,0,0.8561,success,0.0
1535,0,0.8618,success,0.0
1536,0,0.5944,success,0.0
1537,0,0.8431,success,0.0
1538,0,0.8609,success,0.0
1539,0,0.719,success,0.0
1540,0,0.7309,success,0.0
1541,0,0.8715,success,0.0
1542,1,0.5795,success,0.0
1543,0,0.8421,success,0.0
1544,0,1.0,success,0.0
1545,0,1.0,success,0.0
1546,0,0.866,success,0.0
1547,0,1.0,success,0.0
1548,1,0.7289,success,0.0
1549,0,0.8973,success,0.0
1550,0,0.8631,success,0.0
1551,0,0.8287,success,0.0
1552,0,0.8432,success,0.0
1553,0,1.0,success,0.0
1554,0,1.0,success,0.0
1555,0,0.8591,success,0.0
1556,0,0.7286,success,0.0
1557,0,0.6233,success,0.0
1558,1,0.517,success,0.0
1559,1,0.5606,success,0.0
1560,0,0.7055,success,0.0
1561,0,0.5832,success,0.0
1562,0,1.0,success,0.0
1563,0,0.6202,success,0.0
1564,0,0.8606,success,0.0
1565,0,1.0,success,0.0
1566,1,0.6213,success,0.0
1567,0,0.742,success,0.0
1568,0,0.8647,success,0.0
1569,0,0.7478,success,0.0
1570,0,0.5625,success,0.0
1571,1,0.5625,success,0.0
1572,0,0.5505,success,0.0
1573,0,0.5908,success,0.0
1574,0,0.7247,success,0.0
1575,0,1.0,success,0.0
1576,0,1.0,success,0.0
1577,0,0.5321,success,0.0
1578,0,0.7215,success,0.0
1579,0,0.8798,success,0.0
1580,0,1.0,success,0.0
1581,0,0.8654,success,0.0
1582,0,0.7279,success,0.0
1583,0,1.0,success,0.0
1584,0,0.5836,success,0.0
1585,0,0.8577,success,0.0
1586,0,0.6689,success,0.0
1587,0,0.7048,success,0.0
1588,0,0.7015,success,0.0
1589,0,1.0,success,0.0
1590,0,0.8538,success,0.0
1591,0,0.8751,success,0.0
1592,1,0.5707,success,0.0
1593,0,0.5752,success,0.0
1594,0,1.0,success,0.0
1595,0,0.5873,success,0.0
1596,0,0.8185,success,0.0
1597,0,0.5787,success,0.0
1598,0,0.864,success,0.0
1599,0,0.7228,success,0.0
1600,0,0.8721,success,0.0
1601,0,0.86,success,0.0
1602,0,0.7292,success,0.0
1603,0,0.7266,success,0.0
1604,0,0.8474,success,0.0
1605,0,0.8158,success,0.0
1606,0,0.9055,success,0.0
1607,1,0.5057,success,0.0
1608,0,0.5919,success,0.0
1609,0,0.6843,success,0.0
1610,0,0.574,success,0.0
1611,0,0.854,success,0.0
1612,0,0.6128,success,0.0
1613,0,0.8464,success,0.0
1614,0,0.6232,success,0.0
1615,0,0.5957,success,0.0
1616,0,0.8701,success,0.0
1617,0,0.8733,success,0.0
1618,0,0.8014,success,0.0
1619,0,0.7391,success,0.0
1620,0,0.5677,success,0.0
1621,0,0.5732,success,0.0
1622,0,0.8826,success,0.0
1623,0,0.5988,success,0.0
1624,1,0.7506,success,0.0
1625,1,0.8737,success,0.0
1626,0,1.0,success,0.0
1627,1,0.7166,success,0.0
1628,1,0.5886,success,0.0
1629,0,0.7402,success,0.0
1630,0,0.8659,success,0.0
1631,0,0.755,success,0.0
1632,0,0.8566,success,0.0
1633,0,0.6247,success,0.0
1634,0,0.7612,success,0.0
1635,0,0.9088,success,0.0
1636,0,0.9009,success,0.0
1637,0,0.5269,success,0.0
1638,1,0.8304,success,0.0
1639,0,1.0,success,0.0
1640,0,0.8687,success,0.0
1641,0,0.8671,success,0.0
1642,0,0.8714,success,0.0
1643,1,0.5477,success,0.0
1644,0,1.0,success,0.0
1645,0,0.5647,success,0.0
1646,1,0.6822,success,0.0
1647,0,0.8627,success,0.0
1648,0,0.6961,success,0.0
1649,0,0.8567,success,0.0
1650,1,0.7767,success,0.0
1651,0,0.5705,success,0.0
1652,0,1.0,success,0.0
1653,0,0.5729,success,0.0
1654,1,0.5596,success,0.0
1655,0,0.5494,success,0.0
1656,0,0.8362,success,0.0
1657,0,0.5529,success,0.0
1658,0,1.0,success,0.0
1659,0,0.8655,success,0.0
1660,0,0.8595,success,0.0
1661,0,0.7335,success,0.0
1662,0,1.0,success,0.0
1663,0,0.8168,success,0.0
1664,0,0.6784,success,0.0
1665,0,0.8742,success,0.0
1666,0,0.861,success,0.0
1667,0,1.0,success,0.0
1668,0,1.0,success,0.0
1669,0,1.0,success,0.0
1670,0,1.0,success,0.0
1671,0,0.7053,success,0.0
1672,0,0.5714,success,0.0
1673,1,0.5743,success,0.0
1674,0,1.0,success,0.0
1675,0,0.8733,success,0.0
1676,0,0.5919,success,0.0
1677,0,0.8876,success,0.0
1678,0,0.7298,success,0.0
1679,0,0.7994,success,0.0
1680,0,1.0,success,0.0
1681,0,0.88,success,0.0
1682,0,1.0,success,0.0
1683,0,0.7282,success,0.0
1684,0,0.87,success,0.0
1685,1,0.5743,success,0.0
1686,0,0.7108,success,0.0
1687,0,0.7202,success,0.0
1688,0,0.8801,success,0.0
1689,0,0.7034,success,0.0
1690,0,0.7346,success,0.0
1691,0,0.8632,success,0.0
1692,0,0.7248,success,0.0
1693,0,0.8655,success,0.0
1694,0,0.8705,success,0.0
1695,0,0.68,success,0.0
1696,0,0.864,success,0.0
1697,0,0.8696,success,0.0
1698,0,0.8758,success,0.0
1699,0,0.8709,success,0.0
1700,0,1.0,success,0.0
1701,1,0.5851,success,0.0
1702,1,0.5559,success,0.0
1703,0,0.7539,success,0.0
1704,1,0.5646,success,0.0
1705,1,0.5915,success,0.0
1706,0,0.8624,success,0.0
1707,1,0.7271,success,0.0
1708,0,0.8655,success,0.0
1709,1,0.5625,success,0.0
1710,0,0.5713,success,0.0
1711,0,0.8659,success,0.0
1712,0,0.8639,success,0.0
1713,0,0.6865,success,0.0
1714,0,0.8124,success,0.0
1715,0,0.593,success,0.0
1716,0,0.7116,success,0.0
1717,0,0.8617,success,0.0
1718,0,0.7189,success,0.0
1719,0,0.8608,success,0.0
1720,0,0.529,success,0.0
1721,0,0.807,success,0.0
1722,0,1.0,success,0.0
1723,0,1.0,success,0.0
1724,0,0.8283,success,0.0
1725,0,0.8581,success,0.0
1726,0,0.726,success,0.0
1727,0,0.8739,success,0.0
1728,0,0.5655,success,0.0
1729,0,0.5439,success,0.0
1730,0,0.8698,success,0.0
1731,1,0.5964,success,0.0
1732,0,0.8799,success,0.0
1733,0,0.8327,success,0.0
1734,0,1.0,success,0.0
1735,0,1.0,success,0.0
1736,0,0.8721,success,0.0
1737,1,0.5014,success,0.0
1738,0,1.0,success,0.0
1739,0,1.0,success,0.0
1740,0,0.6958,success,0.0
1741,0,0.6023,success,0.0
1742,0,0.8682,success,0.0
1743,0,0.6857,success,0.0
1744,0,0.85,success,0.0
1745,0,0.8643,success,0.0
1746,0,0.7897,success,0.0
1747,1,0.6765,success,0.0
1748,0,0.7263,success,0.0
1749,0,0.8929,success,0.0
1750,0,0.8696,success,0.0
1751,0,0.7037,success,0.0
1752,0,0.7349,success,0.0
1753,0,1.0,success,0.0
1754,0,0.8576,success,0.0
1755,0,0.5858,success,0.0
1756,0,0.8542,success,0.0
1757,0,1.0,success,0.0
1758,0,1.0,success,0.0
1759,0,0.806,success,0.0
1760,0,0.694,success,0.0
1761,1,0.5861,success,0.0
1762,0,0.8637,success,0.0
1763,0,0.6744,success,0.0
1764,0,1.0,success,0.0
1765,0,0.7128,success,0.0
1766,0,0.582,success,0.0
1767,0,0.7049,success,0.0
1768,0,0.7241,success,0.0
1769,0,0.8705,success,0.0
1770,1,0.6192,success,0.0
1771,0,0.7342,success,0.0
1772,0,1.0,success,0.0
1773,0,0.879,success,0.0
1774,0,0.7114,success,0.0
1775,0,1.0,success,0.0
1776,0,0.8948,success,0.0
1777,0,0.575,success,0.0
1778,0,0.518,success,0.0
1779,0,0.7327,success,0.0
1780,0,0.8421,success,0.0
1781,0,0.7869,success,0.0
1782,0,0.5279,success,0.0
1783,0,0.8582,success,0.0
1784,0,0.8719,success,0.0
1785,0,0.5785,success,0.0
1786,1,0.7318,success,0.0
1787,0,0.5689,success,0.0
1788,1,0.5189,success,0.0
1789,0,0.7923,success,0.0
1790,0,0.8515,success,0.0
1791,0,0.544,success,0.0
1792,0,0.6682,success,0.0
1793,0,0.8377,success,0.0
1794,0,1.0,success,0.0
1795,0,1.0,success,0.0
1796,0,0.5676,success,0.0
1797,0,0.7332,success,0.0
1798,0,0.7023,success,0.0
1799,0,0.6236,success,0.0
1800,0,0.5337,success,0.0
1801,1,0.5504,success,0.0
1802,0,0.8631,success,0.0
1803,0,0.8593,success,0.0
1804,1,0.5983,success,0.0
1805,0,0.5528,success,0.0
1806,0,0.5803,success,0.0
1807,0,0.5792,success,0.0
1808,0,0.9125,success,0.0
1809,0,0.5545,success,0.0
